Link, Anchor Text
https://forum.effectivealtruism.org/users/nunosempere, NunoSempere
https://forum.effectivealtruism.org/posts/ef4PR95nST7f5HXXt/interview-with-aubrey-de-grey-chief-science-officer-of-the, Interview with Aubrey de Grey
https://forum.effectivealtruism.org/users/emanuele_ascani, Emanuele_Ascani
https://forum.effectivealtruism.org/posts/ahr8k42ZMTvTmTdwm/how-good-is-the-humane-league-compared-to-the-against, How good is The Humane League compared to the Against Malaria Foundation?
https://forum.effectivealtruism.org/users/smclare, smclare
https://forum.effectivealtruism.org/users/aidangoth, AidanGoth
https://forum.effectivealtruism.org/posts/CsL2Mspa6f5yY6XtP/existential-risk-and-growth-summary, 'Existential Risk and Growth' Summary
https://forum.effectivealtruism.org/users/alex-ht, Alex HT
https://forum.effectivealtruism.org/posts/Popf9LHBhNRxoDgMK/how-to-vote-in-shareholder-meeting-proxy-votes, How to vote in Shareholder Meeting proxy votesQ
https://forum.effectivealtruism.org/users/thecommexokid, thecommexokid
https://forum.effectivealtruism.org/posts/mooDEPQgaaPQxmGTk/5-recent-publications-on-existential-risk-april-2020-update, 5 Recent Publications on Existential Risk (April 2020 update)
https://forum.effectivealtruism.org/users/haydnbelfield, HaydnBelfield
https://forum.effectivealtruism.org/posts/ewgqwFETTXXEWW537/market-shaping-approaches-to-accelerate-covid-19-response-a, Market-shaping approaches to accelerate COVID-19 response: a role for option-based guarantees?
https://forum.effectivealtruism.org/users/derek, Derek
https://forum.effectivealtruism.org/posts/22TXQ5Ai6ix6k6XbT/link-average-utilitarianism-implies-solipsistic-egoism," [Link] ""Average utilitarianism implies solipsistic egoism"" (Tarsney 2020)"
https://forum.effectivealtruism.org/users/milan_griffes, Milan_Griffes
https://forum.effectivealtruism.org/posts/BrmzRpewrTs9ieAQR/adapting-the-itn-framework-for-political-interventions-and, Adapting the ITN framework for political interventions & analysis of political polarisation
https://forum.effectivealtruism.org/users/olafvdveen, OlafvdVeen
https://forum.effectivealtruism.org/posts/FaBh5a35SvBaKivNp/how-can-i-apply-person-affecting-views-to-effective-altruism, How can I apply person-affecting views to Effective Altruism?Q
https://forum.effectivealtruism.org/users/new_ea, New_EA
https://forum.effectivealtruism.org/posts/WSbsNcTWFbp9wfczN/preventing-pandemics-by-not-hunting-and-farming-animals, Preventing pandemics by not hunting and farming animals
https://forum.effectivealtruism.org/users/nicolas_feil, Nicolas_Feil
https://forum.effectivealtruism.org/posts/6hTCo6s8DDLWABSLN/covid-19-in-developing-countries, COVID-19 in developing countries
https://forum.effectivealtruism.org/users/rootpi, rootpi
https://forum.effectivealtruism.org/posts/Ntathq2o2Frtfa6er/how-hot-will-it-get, How hot will it get?
https://forum.effectivealtruism.org/users/halstead, Halstead
https://forum.effectivealtruism.org/posts/stoidt2ajFA76Liuv/three-grants-in-response-to-the-covid-19-pandemic, Three grants in response to the COVID-19 pandemic
https://forum.effectivealtruism.org/users/givewell, GiveWell
https://forum.effectivealtruism.org/posts/5SYG9tjv2E4kyE9Zi/discontinuous-progress-in-history-an-update, Discontinuous progress in history: an update
https://forum.effectivealtruism.org/users/ai-impacts, AI Impacts
https://forum.effectivealtruism.org/posts/EfCCgpvQX359xuZ4g/are-existential-risks-just-about-humanity, Are existential risks just about humanity?
https://forum.effectivealtruism.org/users/michaela, MichaelA
https://forum.effectivealtruism.org/posts/JQQAQrunyGGhzE23a/database-of-existential-risk-estimates, Database of existential risk estimates
https://forum.effectivealtruism.org/posts/NktbYpwa48u23c5XL/a-cause-can-be-too-neglected, A cause can be too neglected
https://forum.effectivealtruism.org/users/saulius, saulius
https://forum.effectivealtruism.org/posts/AcksHPwQupvPRKcZm/coronavirus-research-ideas-for-eas, Coronavirus Research Ideas for EAs
https://forum.effectivealtruism.org/users/peter_hurford, Peter_Hurford
https://forum.effectivealtruism.org/posts/skPFH8LxGdKQsTkJy/clarifying-existential-risks-and-existential-catastrophes, Clarifying existential risks and existential catastrophes
https://forum.effectivealtruism.org/posts/MsNpJBzv5YhdfNHc9/a-central-directory-for-open-research-questions, A central directory for open research questions
https://forum.effectivealtruism.org/posts/7iptwuSyzDzxsEY5z/the-case-for-impact-purchase-or-part-1, The Case for Impact Purchase | Part 1
https://forum.effectivealtruism.org/users/linda-linsefors, Linda Linsefors
https://forum.effectivealtruism.org/posts/j4WpSqMZQJ3nZbHTm/why-don-t-we-use-chemical-weapons-anymore, Why Don’t We Use Chemical Weapons Anymore?
https://forum.effectivealtruism.org/users/dale, Dale
https://forum.effectivealtruism.org/posts/54Cdt4BR84vDcki6i/effective-altruism-and-free-riding, Effective Altruism and Free Riding
https://forum.effectivealtruism.org/users/sbehmer, sbehmer
https://forum.effectivealtruism.org/posts/uLonGk6x5WnrsMQjE/if-it-s-true-that-coronavirus-is-close-to-pathologically," If it's true that Coronavirus is ""close to pathologically misaligned with some of our information distribution and decisionmaking rituals"""
https://forum.effectivealtruism.org/users/nonzerosum, nonzerosum
https://forum.effectivealtruism.org/posts/iPwJPDXNyFTyAYaHj/coronavirus-and-non-humans-how-is-the-pandemic-affecting, Coronavirus and non-humans: How is the pandemic affecting animals used for human consumption?
https://forum.effectivealtruism.org/users/daniela-r-waldhorn, Daniela R. Waldhorn
https://forum.effectivealtruism.org/posts/BAhWbAEmGieXvMHJd/pangea-the-worst-of-times, Pangea: The Worst of Times
https://forum.effectivealtruism.org/posts/DfeZEC6EPhg8KHBWR/what-would-doing-enough-to-safeguard-the-long-term-future," What would ""doing enough"" to safeguard the long-term future look like?Q"
https://forum.effectivealtruism.org/users/hstencil, HStencil
https://forum.effectivealtruism.org/posts/RKfmo6NPbhbGDKRW4/plain-er-english-rewrite-of-discounting-for-public-policy-a, Plain(er) English Rewrite of ‘Discounting for Public Policy: A Survey’ by Hilary Greaves
https://forum.effectivealtruism.org/users/ilsze, Ilsze
https://forum.effectivealtruism.org/posts/ajZ8AxhEtny7Hhbv7/if-you-value-future-people-why-do-you-consider-near-term, If you value future people
https://forum.effectivealtruism.org/posts/BdMWoQ95EKTpKxmB7/covid-19-response-as-xrisk-intervention, COVID-19 response as XRisk intervention
https://forum.effectivealtruism.org/users/tyleralterman, tyleralterman
https://forum.effectivealtruism.org/posts/XGnbde54nteLGw2RB/binding-fuzzies-and-utilons-together-1, Binding Fuzzies and Utilons Together
https://forum.effectivealtruism.org/users/guicosta, guicosta
https://forum.effectivealtruism.org/users/luismota, LuisMota
https://forum.effectivealtruism.org/posts/bsE5t6qhGC65fEpzN/growth-and-the-case-against-randomista-development, Growth and the case against randomista development
https://forum.effectivealtruism.org/users/haukehillebrandt, HaukeHillebrandt
https://forum.effectivealtruism.org/posts/4HmG6iEwt92aoPC5r/essential-facts-and-figures-covid-19-1, Essential facts and figures -- COVID-19
https://forum.effectivealtruism.org/users/ardenlk, Ardenlk
https://forum.effectivealtruism.org/posts/GxiEwpfk5dd4qdvAu/covid-project-idea-transcription-translation-content, COVID Project idea: Transcription
https://forum.effectivealtruism.org/posts/dTdSnbBB2g65b2Fb9/eaf-s-ballot-initiative-doubled-zurich-s-development-aid, EAF’s ballot initiative doubled Zurich’s development aid
https://forum.effectivealtruism.org/users/jonas-vollmer, Jonas Vollmer
https://forum.effectivealtruism.org/posts/ZvfG9BDg8GowCcacR/coronavirus-and-long-term-policy-uk-focus, Coronavirus and long term policy [UK focus]
https://forum.effectivealtruism.org/users/weeatquince_duplicate0-37104097316182916, weeatquince
https://forum.effectivealtruism.org/posts/Z5KZ2cui8WDjyF6gJ/my-thoughts-on-toby-ord-s-existential-risk-estimates, My thoughts on Toby Ord’s existential risk estimates
https://forum.effectivealtruism.org/posts/vmRD5ZCxa7KCfTrPY/how-has-biosecurity-pandemic-preparedness-philanthropy, How has biosecurity/pandemic preparedness philanthropy helped with coronavirus
https://forum.effectivealtruism.org/users/vipulnaik, vipulnaik
https://forum.effectivealtruism.org/posts/YbxWMxz6xRDiaoNDM/book-review-the-precipice, Book Review: The Precipice
https://forum.effectivealtruism.org/posts/FPtJJXzsfrbiMZ9jz/charity-entrepreneurship-s-2020-research-plans, Charity Entrepreneurship’s 2020 research plans
https://forum.effectivealtruism.org/users/karolinasarek, KarolinaSarek
https://forum.effectivealtruism.org/posts/YRNqtyru4fL6adAnj/what-do-you-believe-are-the-most-critical-open-questions, What do you believe are the most critical open questions/hypotheses that could inform a more effective COVID response?Q
https://forum.effectivealtruism.org/posts/QASz2PX4Y4kzvTDXr/ama-patrick-stadler-director-of-communications-charity, AMA Patrick Stadler
https://forum.effectivealtruism.org/users/patrick-stadler, Patrick Stadler
https://forum.effectivealtruism.org/posts/Td5D6mWm8eRJyQ3AA/which-people-and-institutions-are-currently-making, Which people and institutions are currently making influential decisions related to COVID response
https://forum.effectivealtruism.org/posts/cTzz5RJFR7mdAH8Nk/what-are-high-leverage-interventions-to-increase-decrease, What are high-leverage interventions to increase/decrease the global communication index?Q
https://forum.effectivealtruism.org/users/mati_roy, Mati_Roy
https://forum.effectivealtruism.org/posts/jT2hFsYbi3mKTy3s9/effective-animal-advocacy-nonprofit-roles-spot-check, Effective Animal Advocacy Nonprofit Roles Spot-Check
https://forum.effectivealtruism.org/users/jamie_harris, Jamie_Harris
https://forum.effectivealtruism.org/posts/NGq4vMDxhzJmFPaCr/notes-climate-shock-by-wagner-and-weitzman, [Notes] Climate Shock by Wagner and Weitzman
https://forum.effectivealtruism.org/users/bdixon, Louis_Dixon
https://forum.effectivealtruism.org/posts/AMQg4hCRGFXaHzvsd/making-impact-purchases-viable, Making Impact Purchases Viable
https://forum.effectivealtruism.org/users/casebash, casebash
https://forum.effectivealtruism.org/posts/zY2BRKEQtiaQA5QKK/launching-utilitarianism-net-an-introductory-online-textbook, Launching Utilitarianism.net: An Introductory Online Textbook on Utilitarianism
https://forum.effectivealtruism.org/users/darius_meissner, Darius_Meissner
https://forum.effectivealtruism.org/posts/ssYrYfedBewaPszzt/what-are-examples-of-ea-work-being-reviewed-by-non-ea, What are examples of EA work being reviewed by non-EA researchers?Q
https://forum.effectivealtruism.org/posts/pT7AYJdaRp6ZdYfny/estimates-of-global-captive-vertebrate-numbers, Estimates of global captive vertebrate numbers
https://forum.effectivealtruism.org/posts/mSNTsvXEgbSWu7Y5W/intro-to-consciousness-qri-reading-list, Intro to Consciousness + QRI Reading List
https://forum.effectivealtruism.org/users/andzuck, andzuck
https://forum.effectivealtruism.org/posts/5ShTGfDLojxBa4pfe/rejecting-supererogationism, Rejecting Supererogationism
https://forum.effectivealtruism.org/users/gworley3, G Gordon Worley III
https://forum.effectivealtruism.org/posts/Ayu5im98u8FeMWoBZ/my-personal-cruxes-for-working-on-ai-safety, My personal cruxes for working on AI safety
https://forum.effectivealtruism.org/users/buck, Buck
https://forum.effectivealtruism.org/posts/y2DkpkKD8bfcddXSe/description-vs-simulated-prediction, Description vs. simulated prediction
https://forum.effectivealtruism.org/posts/FvfJSkJYNZwRYL6XD/does-utilitarian-longtermism-imply-directed-panspermia, Does Utilitarian Longtermism Imply Directed Panspermia?Q
https://forum.effectivealtruism.org/users/ahrenbach, Ahrenbach
https://forum.effectivealtruism.org/posts/pJFSKMdq8MvuQzAsw/how-do-you-talk-about-ai-safety, How do you talk about AI safety?Q
https://forum.effectivealtruism.org/users/evelynciara, evelynciara
https://forum.effectivealtruism.org/posts/YRQmsqcgw5M5FxLFw/ama-toby-ord-author-of-the-precipice-and-co-founder-of-the, AMA: Toby Ord
https://forum.effectivealtruism.org/users/toby_ord, Toby_Ord
https://forum.effectivealtruism.org/posts/q8xRnuZEnkp9Kq7QJ/official-ea-forum-feedback-survey, Official EA Forum Feedback Survey
https://forum.effectivealtruism.org/posts/R9XhTTyrNQR8PvsRf/atari-early, Atari early
https://forum.effectivealtruism.org/posts/gYPT6pGwPWL5YywTK/biases-in-our-estimates-of-scale-neglectedness-and, Biases in our estimates of Scale
https://forum.effectivealtruism.org/users/michaelstjules, MichaelStJules
https://forum.effectivealtruism.org/posts/KjDoC2oHrgkht3MuT/what-are-some-tractable-approaches-for-figuring-out-if-covid, What are some tractable approaches for figuring out if COVID causes long term damage to those who recover?Q
https://forum.effectivealtruism.org/posts/mAjoDZRmAJKDD3Hhy/eleven-recent-80-000-hours-articles-on-how-to-stop-covid-19, Eleven recent 80
https://forum.effectivealtruism.org/users/robert_wiblin, Robert_Wiblin
https://forum.effectivealtruism.org/posts/TNzE6qLjM74NoNTdv/if-you-had-usd10-100mm-and-a-skilled-team-to-improve-the, If you had $10-100mm and a skilled team to improve the COVID response to minimize economic and human damage
https://forum.effectivealtruism.org/posts/Jpmbz5gHJK9CA4aXA/what-are-the-key-ongoing-debates-in-ea, What are the key ongoing debates in EA?Q
https://forum.effectivealtruism.org/users/richard_ngo, richard_ngo
https://forum.effectivealtruism.org/posts/sXbyKbm2kFSxH8ked/introduction-to-wild-animal-suffering-a-guide-to-the-issues, Introduction to wild animal suffering: A guide to the issues
https://forum.effectivealtruism.org/users/animal_ethics, Animal_Ethics
https://forum.effectivealtruism.org/posts/eCWhTsWqcmD58XLqK/what-would-a-pre-mortem-for-the-long-termist-project-look, What would a pre-mortem for the long-termist project look like?Q
https://forum.effectivealtruism.org/users/azure, Azure
https://forum.effectivealtruism.org/posts/SwADGj8f5sxAmXyLx/new-top-ea-cause-politics, New Top EA Cause: Politics
https://forum.effectivealtruism.org/users/davidmanheim, Davidmanheim
https://forum.effectivealtruism.org/posts/SMXbdfKNroFdXhrfD/on-the-relative-long-term-future-importance-of-investments, On The Relative Long-Term Future Importance of Investments in Economic Growth and Global Catastrophic Risk Reduction
https://forum.effectivealtruism.org/users/poliboni, poliboni
https://forum.effectivealtruism.org/posts/ztrYNRJ66NQeMpS64/insomnia-with-an-ea-lens-bigger-than-malaria, Insomnia with an EA lens: Bigger than malaria?
https://forum.effectivealtruism.org/users/samstowers, samstowers
https://forum.effectivealtruism.org/posts/4Wgi6KoQqkTKC6kyu/paf-brain-science-research, PAF: Brain Science Research
https://forum.effectivealtruism.org/users/egastfriend, egastfriend
https://forum.effectivealtruism.org/posts/zDSvqjqg9mKjBWZpP/building-healthy-relationships-between-people-and-nature-and, Building healthy relationships between people and nature and synergizing stewardship projects to benefit the wellbeing of wild animals
https://forum.effectivealtruism.org/users/hollis-howe, Hollis Howe
https://forum.effectivealtruism.org/posts/PG7Xo6TRqWk6d4D4J/dying-for-a-day-at-the-beach, Dying for a day at the beach
https://forum.effectivealtruism.org/users/bfinn, bfinn
https://forum.effectivealtruism.org/posts/GdsEF95LobbSEGuBM/new-top-ea-causes-for-2020, New Top EA Causes for 2020?Q
https://forum.effectivealtruism.org/users/john_maxwell, John_Maxwell
https://forum.effectivealtruism.org/posts/hJDSSTMcv9teNfHQM/takeaways-from-safety-by-default-interviews, Takeaways from safety by default interviews
https://forum.effectivealtruism.org/posts/8Rn2gw7escCc2Rmb7/thoughts-on-electoral-reform, Thoughts on electoral reform
https://forum.effectivealtruism.org/posts/4SBzsQ78yLqrixZs2/measuring-happiness-increases-happiness, Measuring happiness increases happiness
https://forum.effectivealtruism.org/users/alexherwix, alexherwix
https://forum.effectivealtruism.org/posts/rCdbpgfy4BRh3ivmM/why-we-sleep-a-tale-of-institutional-failure, Why We Sleep — a tale of institutional failure
https://forum.effectivealtruism.org/users/yhoiseth, yhoiseth
https://forum.effectivealtruism.org/posts/K5jMv8jAteBdXLYoP/what-do-we-mean-by-suffering, What do we mean by 'suffering'?Q
https://forum.effectivealtruism.org/users/edoarad, EdoArad
https://forum.effectivealtruism.org/posts/rb9JcR588kuzdEPHF/what-covid-19-questions-should-open-philanthropy-pay-good, What COVID-19 questions should Open Philanthropy pay Good Judgment to work on?
https://forum.effectivealtruism.org/posts/JbnDLGdL8kg2pq6m4/lant-pritchett-s-smell-test-is-your-impact-evaluation-asking," Lant Pritchett's ""smell test"": is your impact evaluation asking questions that matter?"
https://forum.effectivealtruism.org/posts/H2zno3ggRJaph9P6c/quotes-about-the-long-reflection, Quotes about the long reflection
https://forum.effectivealtruism.org/posts/pgSKdPwDbG5EppRFC/ubiquitous-far-ultraviolet-light-could-control-the-spread-of, Ubiquitous Far-Ultraviolet Light Could Control the Spread of Covid-19 and Other Pandemics
https://forum.effectivealtruism.org/users/avturchin, avturchin
https://forum.effectivealtruism.org/posts/nhPhhBwLob9rF2q9s/announcement-applications-for-the-2020-charity, Announcement: applications for the 2020 Charity Entrepreneurship Incubation Program are now open!
https://forum.effectivealtruism.org/users/joey, Joey
https://forum.effectivealtruism.org/posts/C8247akhZpyMXkRb3/snails-used-for-human-consumption-the-case-of-meat-and-slime, Snails used for human consumption: The case of meat and slime
https://forum.effectivealtruism.org/posts/g2F5BBfhTNESR5PJJ/concerning-the-recent-2019-novel-coronavirus-outbreak, Concerning the Recent 2019-Novel Coronavirus Outbreak
https://forum.effectivealtruism.org/users/matthew_barnett, Matthew_Barnett
https://forum.effectivealtruism.org/posts/JhEg3GiBXZFi5mc4m/ama-leah-edgerton-executive-director-of-animal-charity, AMA: Leah Edgerton
https://forum.effectivealtruism.org/users/leah_e, Leah_E
https://forum.effectivealtruism.org/posts/pDWqkiSvNQu3mfTJH/international-affairs-reading-lists, International Affairs reading lists
https://forum.effectivealtruism.org/posts/qqth7zsiqMRGD9QSM/19-recent-publications-on-existential-risk-jan-feb-and-mar, 19 Recent Publications on Existential Risk (Jan
https://forum.effectivealtruism.org/posts/Y8oEMLL67qjyJiAir/founders-pledge-climate-and-lifestyle-report, Founders Pledge Climate & Lifestyle Report
https://forum.effectivealtruism.org/users/jackva, jackva
https://forum.effectivealtruism.org/posts/D4LYPHdF8odHGFx5Y/how-could-an-ai-become-an-independent-economic-agent, (How) Could an AI become an independent economic agent?Q
https://forum.effectivealtruism.org/posts/RCfSmyGwyyvDFGYqL/agi-in-a-vulnerable-world, AGI in a vulnerable world
https://forum.effectivealtruism.org/posts/EFxb4eLq5YDk3RFkA/why-we-think-tobacco-tax-advocacy-could-be-more-cost, Why We Think Tobacco Tax Advocacy Could be More Cost-Effective than AMF
https://forum.effectivealtruism.org/users/calebp, calebp
https://forum.effectivealtruism.org/posts/zDjaAwfqoiTuf8dfQ/what-are-some-historical-examples-of-people-and, What are some historical examples of people and organizations who've influenced people to do more good?Q
https://forum.effectivealtruism.org/users/marisajurczyk, MarisaJurczyk
https://forum.effectivealtruism.org/posts/WvstoitKEWkWNSo7D/surveying-attitudes-towards-helping-wild-animals-among, Surveying attitudes towards helping wild animals among scientists and students
https://forum.effectivealtruism.org/posts/2LdswNsEZAgDfJDzo/intervention-profile-ballot-initiatives, Intervention Profile: Ballot Initiatives
https://forum.effectivealtruism.org/users/jason-schukraft, Jason Schukraft
https://forum.effectivealtruism.org/posts/R2XdkTkYBgsj6ysis/potential-high-leverage-and-inexpensive-mitigations-which, Potential High-Leverage and Inexpensive Mitigations (which are still feasible) for Pandemics
https://forum.effectivealtruism.org/posts/iqufBj2iKxLGbj95M/research-on-developing-management-and-leadership-expertise, Research on developing management and leadership expertise
https://forum.effectivealtruism.org/posts/63stBTw3WAW6k45dY/paul-christiano-current-work-in-ai-alignment, Paul Christiano: Current Work in AI Alignment
https://forum.effectivealtruism.org/users/the-centre-for-effective-altruism, EA Global Transcripts
https://forum.effectivealtruism.org/posts/LqS7thgawhsBhCQHJ/why-i-m-not-vegan, Why I'm Not Vegan
https://forum.effectivealtruism.org/users/jeff_kaufman, Jeff_Kaufman
https://forum.effectivealtruism.org/posts/T6Y6BzmvPMbGE7Hh9/ama-rob-mather-founder-and-ceo-of-the-against-malaria, AMA: Rob Mather
https://forum.effectivealtruism.org/users/robm, RobM
https://forum.effectivealtruism.org/posts/v4oPj8gWzqumQxA2R/phil-trammell-the-case-for-ignoring-the-world-s-current, Phil Trammell: The case for ignoring the world’s current problems — or how becoming a ‘patient philanthropist’ could allow you to do far more good
https://forum.effectivealtruism.org/users/pablo_stafforini, Pablo_Stafforini
https://forum.effectivealtruism.org/posts/65QPBWvvuxgfzQpMm/ama-elie-hassenfeld-co-founder-and-ceo-of-givewell, AMA: Elie Hassenfeld
https://forum.effectivealtruism.org/users/eliehassenfeld, ElieHassenfeld
https://forum.effectivealtruism.org/posts/8BFJdo25b8qR2WMTs/how-to-promote-widespread-usage-of-high-quality-reusable, How to promote widespread usage of high quality
https://forum.effectivealtruism.org/users/tsunayoshi, Tsunayoshi
https://forum.effectivealtruism.org/posts/v89xwH3ouymNmc8hi/harsanyi-s-simple-proof-of-utilitarianism, Harsanyi's simple “proof” of utilitarianism
https://forum.effectivealtruism.org/users/ben_west, Ben_West
https://forum.effectivealtruism.org/posts/3NYDwGvDbhwenpDHb/shapley-values-reloaded-philantropic-coordination-theory-and, Shapley Values Reloaded: Philantropic Coordination Theory & other miscellanea.
https://forum.effectivealtruism.org/posts/wewmnX8r3y88TzmZa/ea-charity-responses-to-covid-19, EA charity responses to COVID-19
https://forum.effectivealtruism.org/users/warrenjordan, warrenjordan
https://forum.effectivealtruism.org/posts/APAD7PaEHgFyW3Nc4/ai-impacts-historic-trends-in-technological-progress, AI Impacts: Historic trends in technological progress
https://forum.effectivealtruism.org/posts/7YYCSaX95cbk3AhfN/covid-19-assessment-tool-by-the-human-diagnosis-project, COVID-19 Assessment Tool by the Human Diagnosis Project
https://forum.effectivealtruism.org/users/ben_harack, Ben_Harack
https://forum.effectivealtruism.org/posts/W5AGTHm4pTd6TeEP3/should-longtermists-mostly-think-about-animals, Should Longtermists Mostly Think About Animals?
https://forum.effectivealtruism.org/users/abrahamrowe, abrahamrowe
https://forum.effectivealtruism.org/posts/Sk2daAk3jkm4zG6Xv/coronavirus-how-much-is-a-life-worth, Coronavirus: how much is a life worth?
https://forum.effectivealtruism.org/posts/EiyQHKeRurtXZ2Rff/founders-pledge-charity-recommendation-action-for-happiness, Founders Pledge Charity Recommendation: Action for Happiness
https://forum.effectivealtruism.org/posts/QJoEebWvadj4bocAS/ama-the-oxford-handbook-of-social-movements," AMA: ""The Oxford Handbook of Social Movements"""
https://forum.effectivealtruism.org/users/evan_gaensbauer, Evan_Gaensbauer
https://forum.effectivealtruism.org/posts/wGqSqWLTwDrytxeER/update-on-civilizational-collapse-research, Update on civilizational collapse research
https://forum.effectivealtruism.org/users/landfish, landfish
https://forum.effectivealtruism.org/posts/LxmJJobC6DEneYSWB/effects-of-anti-aging-research-on-the-long-term-future, Effects of anti-aging research on the long-term future
https://forum.effectivealtruism.org/posts/wpaZRoLFJy8DynwQN/the-best-places-to-donate-for-covid-19, The best places to donate for COVID-19
https://forum.effectivealtruism.org/users/sanjay, Sanjay
https://forum.effectivealtruism.org/posts/Tg4RCL9tihEdLLYmc/english-summaries-of-german-covid-19-expert-podcast, English summaries of German Covid-19 expert podcast
https://forum.effectivealtruism.org/users/chi, Chi
https://forum.effectivealtruism.org/posts/hQH8t5GgJ7xmexjeA/why-sens-makes-sense, Why SENS makes sense
https://forum.effectivealtruism.org/posts/RLpsps48pSm86Q8Sx/should-recent-events-make-us-more-or-less-concerned-about, Should recent events make us more or less concerned about biorisk? Q
https://forum.effectivealtruism.org/users/linch, Linch
https://forum.effectivealtruism.org/posts/8hExrLibTEgyzaDxW/ea-survey-2019-series-cause-prioritization, EA Survey 2019 Series: Cause Prioritization
https://forum.effectivealtruism.org/users/incogneilo18, Neil_Dullaghan
https://forum.effectivealtruism.org/posts/fFq6YkMe2DZqJY37w/link-the-origin-of-consciousness-reading-companion," [Link] ""The Origin of Consciousness Reading Companion"" (Putanumonit)"
https://forum.effectivealtruism.org/posts/iYCAoP3JgXxGAvMrr/fhi-report-the-windfall-clause-distributing-the-benefits-of, FHI Report: The Windfall Clause: Distributing the Benefits of AI for the Common Good
https://forum.effectivealtruism.org/users/cullen_okeefe, Cullen_OKeefe
https://forum.effectivealtruism.org/posts/wEptzwAyFbzZiz944/are-there-any-public-health-funding-opportunities-with-covid, Are there any public health funding opportunities with COVID-19 that are plausibly competitive with Givewell top charities per dollar?Q
https://forum.effectivealtruism.org/posts/TfRexamDYBqSwg7er/causal-diagrams-of-the-paths-to-existential-catastrophe, Causal diagrams of the paths to existential catastrophe
https://forum.effectivealtruism.org/posts/ncS4tHeHPxtwhL3JA/are-there-good-ea-projects-for-helping-with-covid-19, Are there good EA projects for helping with COVID-19?Q
https://forum.effectivealtruism.org/posts/s22eAwaxSYo9kANXT/is-donating-to-amf-and-malaria-interventions-the-most-cost, Is donating to AMF and malaria interventions the most cost-effective way to save lives from COVID-19?Q
