Link, Anchor Text
https://forum.effectivealtruism.org/posts/etvgLwj59Bs74cuxX/cosmopolitanism, Cosmopolitanism
https://forum.effectivealtruism.org/users/topherhallquist, TopherHallquist
https://forum.effectivealtruism.org/posts/CmGPp5p9RvTLuuzbt/aim-high-even-if-you-fall-short, Aim high
https://forum.effectivealtruism.org/users/julia_wise, Julia_Wise
https://forum.effectivealtruism.org/posts/uxmmkKSsKHQugbzT6/what-small-things-can-an-ea-do, What small things can an EA do?
https://forum.effectivealtruism.org/posts/hkimyETEo76hJ6NpW/on-caring, On Caring
https://forum.effectivealtruism.org/users/so8res, So8res
https://forum.effectivealtruism.org/posts/yNn2o3kEhixZHkRga/certificates-of-impact, Certificates of impact
https://forum.effectivealtruism.org/posts/tRr8PMJnzaEN4P43H/why-is-effective-altruism-new-and-obvious, Why is effective altruism new and obvious?
https://forum.effectivealtruism.org/users/katja_grace, Katja_Grace
https://forum.effectivealtruism.org/posts/7oEMDW8gSZ4DTpg8d/the-perspectives-on-effective-altruism-we-don-t-hear, The perspectives on effective altruism we don't hear
https://forum.effectivealtruism.org/posts/5uxmiDzEsav8B5ewL/introduction-to-effective-altruism, Introduction to Effective Altruism
https://forum.effectivealtruism.org/users/introduction, Introduction
https://forum.effectivealtruism.org/posts/9a7xMXoSiQs3EYPA2/the-history-of-the-term-effective-altruism, The history of the term 'effective altruism'
https://forum.effectivealtruism.org/users/william_macaskill, William_MacAskill
https://forum.effectivealtruism.org/posts/SwG8Tj9RkG8DzpM4f/the-drowning-child-and-the-expanding-circle, The Drowning Child and the Expanding Circle
https://forum.effectivealtruism.org/posts/n5CNeo9jxDsCit9dj/good-policy-ideas-that-won-t-happen-yet, Good policy ideas that won’t happen (yet)
https://forum.effectivealtruism.org/users/niel_bowerman2, Niel_Bowerman2
https://forum.effectivealtruism.org/posts/ZqiGXrqLQg2ocFGQk/cooperation-in-a-movement-supporting-diverse-causes, Cooperation in a movement supporting diverse causes
https://forum.effectivealtruism.org/users/owen_cotton-barratt, Owen_Cotton-Barratt
https://forum.effectivealtruism.org/posts/gexGsWorARHffT8iZ/career-choice-evaluate-opportunities-not-just-fields, Career choice: Evaluate opportunities
https://forum.effectivealtruism.org/users/ben_kuhn, Ben_Kuhn
https://forum.effectivealtruism.org/posts/TCr8gEfeFyZQcEHFR/productivity-101-for-beginners, Productivity 101 For Beginners
https://forum.effectivealtruism.org/posts/pFCs54XG5JGj6aey3/stuck-talk-to-an-ea-buddy, Stuck? Talk to an EA Buddy!
https://forum.effectivealtruism.org/users/giles, Giles
https://forum.effectivealtruism.org/posts/7qCyvv8P7MGa39WtH/lessons-from-running-harvard-effective-altruism, Lessons from running Harvard Effective Altruism
https://forum.effectivealtruism.org/posts/WdtcxCKFLLCeLBR6H/why-long-run-focused-effective-altruism-is-more-common-sense, Why long-run focused effective altruism is more common sense
https://forum.effectivealtruism.org/users/benjamin_todd, Benjamin_Todd
https://forum.effectivealtruism.org/posts/ktsPJuhvTvgG3nkKn/introducing-an-ea-donation-registry, Introducing an EA Donation Registry
https://forum.effectivealtruism.org/users/tom_ash, Tom_Ash
https://forum.effectivealtruism.org/posts/nLZv9DHi3pLwy8smW/how-much-does-it-cost-to-have-a-child, How much does it cost to have a child?
https://forum.effectivealtruism.org/posts/WoQ8pub55TNzCjJb8/effective-altruism-outreach-needs-your-donations-this, Effective Altruism Outreach needs your donations this Christmas!
https://forum.effectivealtruism.org/posts/yTu9pa9Po4hAuhETJ/kidney-donation-is-a-reasonable-choice-for-effective, Kidney donation is a reasonable choice for effective altruists and more should consider it
https://forum.effectivealtruism.org/posts/yXvnxQ3aMyeZ4HG8K/keeping-the-effective-altruist-movement-welcoming, Keeping the effective altruist movement welcoming
https://forum.effectivealtruism.org/posts/TgdXtRvnQH85mswZQ/disability-weights, Disability Weights
https://forum.effectivealtruism.org/users/jeff_kaufman, Jeff_Kaufman
https://forum.effectivealtruism.org/posts/WzYPT6XcscRha28Jd/frugal-living-without-sacrifice, Frugal living without sacrifice
https://forum.effectivealtruism.org/users/yboris, yboris
https://forum.effectivealtruism.org/posts/sm3axpxJLtphvF6Jj/how-a-lazy-eater-went-vegan, How a lazy eater went vegan
https://forum.effectivealtruism.org/posts/txY8KtLqZCJP8hDx8/lawyering-to-give, Lawyering to Give
https://forum.effectivealtruism.org/posts/ygNkcHYL5h5T2KA7S/how-to-leave-money-to-charity-in-your-will-a-simple-guide, How to leave money to charity in your will: a simple guide
https://forum.effectivealtruism.org/posts/Ekgk5M4xTjBsSxweY/make-your-own-cost-effectiveness-fermi-estimates-for-one-off, Make your own cost-effectiveness Fermi estimates for one-off problems
https://forum.effectivealtruism.org/posts/59KBJXSeZvTt6fB6u/how-i-raised-usd5010-32-for-amf-and-how-you-can-too, How I Raised $5010.32 for AMF and How You Can Too!
https://forum.effectivealtruism.org/posts/TeAfotdH5GoAKDRuw/a-brief-summary-of-how-to-raise-money-without-killing-a," A Brief Summary of ""How to Raise Money Without Killing a Kitten”"
https://forum.effectivealtruism.org/posts/7HgJHPs9vQWHf3atD/list-of-introductory-ea-presentations, List of Introductory EA Presentations
https://forum.effectivealtruism.org/posts/YCTHxP6tcT4FcDwki/spitballing-ea-career-ideas, Spitballing EA career ideas
https://forum.effectivealtruism.org/posts/fTDhRL3pLY4PNee67/improving-disaster-shelters-to-increase-the-chances-of, Improving disaster shelters to increase the chances of recovery from a global catastrophe
https://forum.effectivealtruism.org/users/nick_beckstead, Nick_Beckstead
https://forum.effectivealtruism.org/posts/5d3td2YpuCiE8L7yr/to-inspire-people-to-give-be-public-about-your-giving, To Inspire People to Give
https://forum.effectivealtruism.org/posts/5kFwcwDawAHZx6Tqd/introducing-ea-profiles, Introducing EA Profiles
https://forum.effectivealtruism.org/posts/j8Aqb5EmRwD4aqfxR/tell-us-about-your-recent-ea-activities, Tell us about your recent EA activities
https://forum.effectivealtruism.org/posts/utSBRjbPNLPFNXKZd/charity-science-s-first-annual-review-how-effective-is, Charity Science's first annual review: how effective is fundraising?
https://forum.effectivealtruism.org/users/joey, Joey
https://forum.effectivealtruism.org/posts/XvHrFnSbT37GFLYme/outreaching-effective-altruism-locally-resources-and-guides, Outreaching Effective Altruism Locally – Resources and Guides
https://forum.effectivealtruism.org/users/weeatquince_duplicate0-37104097316182916, weeatquince
https://forum.effectivealtruism.org/posts/S5eQJ4Rg3xxPNAnFN/your-good-deeds-2014-thread, Your Good Deeds 2014 Thread
https://forum.effectivealtruism.org/users/diego_caleiro, Diego_Caleiro
https://forum.effectivealtruism.org/posts/AXkbKxw2znzRcDEcS/all-animals-are-equal, All Animals Are Equal
https://forum.effectivealtruism.org/posts/ks7gHgFCzWZRjhLaH/shop-for-charity-how-to-earn-proven-charities-5-of-your, Shop for Charity: how to earn proven charities 5% of your Amazon spending in commission
https://forum.effectivealtruism.org/posts/TYEt3ZN8KwcAqQ8Nf/introduce-yourself, Introduce Yourself
https://forum.effectivealtruism.org/users/ryancarey, RyanCarey
https://forum.effectivealtruism.org/posts/zvRerivrWdZ5J5rD9/effective-policy-requiring-liability-insurance-for-dual-use, Effective policy? Requiring liability insurance for dual-use research
https://forum.effectivealtruism.org/posts/9XFofMHc8hJpGeWka/ideas-for-new-experimental-ea-projects-you-could-fund, Ideas for new experimental EA projects you could fund!
https://forum.effectivealtruism.org/users/robert_wiblin, Robert_Wiblin
https://forum.effectivealtruism.org/posts/hNiN7z5a6JR5FmZqx/how-can-you-compare-helping-two-different-people-in, How can you compare helping two different people in different ways?
https://forum.effectivealtruism.org/posts/nEGgyRE4BLD7MS4Nu/estimating-the-cost-effectiveness-of-research, Estimating the cost-effectiveness of research
https://forum.effectivealtruism.org/posts/TBZnvm9RSTKdE4A77/what-should-an-effective-altruist-be-committed-to, What should an effective altruist be committed to?
https://forum.effectivealtruism.org/users/peter_hartree, Peter_Hartree
https://forum.effectivealtruism.org/posts/bz2A2gRvtrpHAsToN/parenthood-and-effective-altruism, Parenthood and effective altruism
https://forum.effectivealtruism.org/users/bernadette_young, Bernadette_Young
https://forum.effectivealtruism.org/posts/tsPxdNB9LXSoGJxWB/earadio-a-new-podcast-for-effective-altruists, EARadio: A New Podcast for Effective Altruists
https://forum.effectivealtruism.org/users/patrick, Patrick
https://forum.effectivealtruism.org/posts/kscC6AhLJbE2Hsra5/when-should-an-effective-altruist-be-vegetarian, When should an Effective Altruist be vegetarian?
https://forum.effectivealtruism.org/posts/NrM5J7GwmELMH3iof/should-we-launch-a-podcast-about-high-impact-projects-and, Should we launch a podcast about high-impact projects and people?
https://forum.effectivealtruism.org/posts/z2nKz3kSBWxuxahBJ/how-much-attention-does-climate-change-warrant-a, How much attention does climate change warrant? A Conversation with Climate Scientist and Energy Technology and Public Policy Expert David Keith
https://forum.effectivealtruism.org/users/ales_flidr, Ales_Flidr
https://forum.effectivealtruism.org/posts/wr46E3DQ3xBjWesEi/an-interactive-webpage-showing-how-to-donate-to-effective, An interactive webpage showing how to donate to effective charities tax-deductibly in any country
https://forum.effectivealtruism.org/posts/8EgnnAFjaDEvD8pYD/an-epistemology-for-effective-altruism, An epistemology for effective altruism?
https://forum.effectivealtruism.org/posts/mkCB5NAFizkCAzBxr/how-to-meet-effective-altruists, How to Meet Effective Altruists
https://forum.effectivealtruism.org/posts/JdpE5ZQcpR3G8NcPL/how-much-can-we-generalize-from-impact-evaluations-link, How Much Can We Generalize from Impact Evaluations? (link)
https://forum.effectivealtruism.org/users/romeostevens, RomeoStevens
https://forum.effectivealtruism.org/posts/E4JJCbAh5KyHcbGym/the-impact-you-can-and-can-t-make-in-an-hour, The Impact you can (and can't) Make in an Hour
https://forum.effectivealtruism.org/users/ruthie, ruthie
https://forum.effectivealtruism.org/posts/2X9rBEBwxBwxAo9Sd/the-moral-imperative-towards-cost-effectiveness, The Moral Imperative Towards Cost-effectiveness
https://forum.effectivealtruism.org/posts/7sD4LYQn5pATEAaLX/help-spread-the-movement, Help spread the movement!
https://forum.effectivealtruism.org/posts/EgMRzYLjRxXhceCxH/peter-s-personal-review-for-july-sep-2014, Peter's Personal Review for July-Sep 2014
https://forum.effectivealtruism.org/posts/D22kwgFWPnKjoqWuS/giving-without-sacrifice-some-excerpts, Giving Without Sacrifice? (Some excerpts)
https://forum.effectivealtruism.org/users/andreas_mogensen, Andreas_Mogensen
https://forum.effectivealtruism.org/posts/6KrsMimFJb3BiRFAp/introducing-a-website-for-local-ea-groups, Introducing a website for local EA groups
https://forum.effectivealtruism.org/posts/owZ54ujtaFkcjp45T/the-timing-of-labour-aimed-at-reducing-existential-risk, The timing of labour aimed at reducing existential risk
https://forum.effectivealtruism.org/users/toby_ord2, Toby_Ord2
https://forum.effectivealtruism.org/posts/zDRu5Y8HtvZHnkoEX/generic-good-advice-do-intense-exercise-often, Generic good advice: do intense exercise often
https://forum.effectivealtruism.org/posts/mbQNdKrKYYRi7f3dh/effective-altruists-elsewhere-bronies-for-good, Effective Altruists elsewhere: Bronies for Good
https://forum.effectivealtruism.org/users/alasdairgives, AlasdairGives
https://forum.effectivealtruism.org/posts/uWTGciTBktopnSHKB/high-impact-science, High Impact Science
https://forum.effectivealtruism.org/posts/4Pek6aKbEoXSZvNFT/open-thread, Open Thread
https://forum.effectivealtruism.org/posts/k4W42YzHk6n2ZDnFE/the-new-animal-charity-evaluators-recommendations-are-out, The new Animal Charity Evaluators recommendations are out
https://forum.effectivealtruism.org/posts/9Xp7BGoKnbSiP3Ng8/should-giving-what-we-can-change-its-pledge, Should Giving What We Can change its Pledge?
https://forum.effectivealtruism.org/users/michelle_hutchinson, Michelle_Hutchinson
https://forum.effectivealtruism.org/posts/QRQkj2bXDL4JBbKE3/brainstorming-thread-ideas-for-large-ea-funders, Brainstorming thread: ideas for large EA funders
https://forum.effectivealtruism.org/posts/rAoznpQSF4u7XJWzW/two-interviews-with-holden, Two interviews with Holden
https://forum.effectivealtruism.org/posts/pF3rZw8RzmiqQn26L/interview-with-nir-eyal-on-population-level-bioethics-and, Interview with Nir Eyal on Population-Level Bioethics and Non-Utilitarian Effective Altruism
https://forum.effectivealtruism.org/posts/3QqHs8yptSRXmQwn3/people-and-charitable-causes-are-importantly-different, People and charitable causes are importantly different things
https://forum.effectivealtruism.org/posts/pt3Y3EAzbEFkrpXr9/happy-birthday-giving-what-we-can, Happy Birthday
https://forum.effectivealtruism.org/users/dale, Dale
https://forum.effectivealtruism.org/posts/aJnH5A5GPTqZPdWPB/the-new-givewell-recommendations-are-out-here-s-a-summary-of, The new GiveWell recommendations are out: here's a summary of the charities
https://forum.effectivealtruism.org/posts/yGZWnxLqJoGW3vRfA/two-examples-of-eas-raising-thousands-from-their-friends, Two examples of EAs raising thousands from their friends
https://forum.effectivealtruism.org/posts/oGBdBsPc45ZrRPkwZ/consider-raising-iq-to-do-good, Consider raising IQ to do good
https://forum.effectivealtruism.org/users/lila_rieber, Lila_Rieber
https://forum.effectivealtruism.org/posts/drD955rDYAJDCGaFX/estimation-is-the-best-we-have, Estimation Is the Best We Have
https://forum.effectivealtruism.org/posts/6mmACsHiFB7Qajgnh/why-changing-the-world-is-a-horrible-phrase," Why ""Changing the World"" is a Horrible Phrase"
https://forum.effectivealtruism.org/users/oagr, Ozzie Gooen
https://forum.effectivealtruism.org/posts/ADuroAEX5mJMxY5sG/blind-spots-compartmentalizing, Blind Spots: Compartmentalizing
https://forum.effectivealtruism.org/posts/SbmJfGk5wH3g2XbXc/a-relatively-atheoretical-perspective-on-astronomical-waste, A relatively atheoretical perspective on astronomical waste
https://forum.effectivealtruism.org/posts/73hurnFXE9BHWC6hR/learning-from-less-wrong-special-threads-and-making-this, Learning From Less Wrong: Special Threads
https://forum.effectivealtruism.org/users/evan_gaensbauer, Evan_Gaensbauer
https://forum.effectivealtruism.org/posts/bt3MGwcZcZY3B8Mot/how-to-read, How to Read
https://forum.effectivealtruism.org/posts/M6TpRMAbrL4zF7Nc7/why-earn-to-give-transcript, Why earn to give? (transcript)
https://forum.effectivealtruism.org/posts/mgnsvBCAmfP4hEE9j/one-month-in-it-s-time-for-more-introductions, One month in - it's time for more introductions
https://forum.effectivealtruism.org/posts/ebcvJwEFo5NqcKG5B/saving-administration-costs-or-saving-lives, Saving administration costs or saving lives?
https://forum.effectivealtruism.org/posts/Ro9Z4gFD9SC3teSkD/the-centre-for-effective-altruism-is-hiring-to-fill-five, The Centre for Effective Altruism is hiring to fill five roles in research
https://forum.effectivealtruism.org/posts/jCTMyWPGSzERLBFFd/should-you-move-to-a-high-cost-of-living-city, Should You Move to a High Cost of Living City?
https://forum.effectivealtruism.org/users/erica_edelman, Erica_Edelman
https://forum.effectivealtruism.org/posts/rK2gn939BAnSpZ2Xz/how-can-people-be-persuaded-to-give-more-and-more, How can people be persuaded to give more (and more effectively)?
https://forum.effectivealtruism.org/users/denise_melchin, Denise_Melchin
https://forum.effectivealtruism.org/posts/x68a56F9fPzEcvMgi/effective-altruism-at-your-work, Effective Altruism at Your Work
https://forum.effectivealtruism.org/posts/f4MaRHPLcbcbTnxrN/figuring-good-out-launch-thread, Figuring Good Out - Launch Thread
https://forum.effectivealtruism.org/users/bitton, Bitton
https://forum.effectivealtruism.org/posts/6YrXuiBxgwsX8HGm8/summary-of-cialdini-s-influence, Summary of Cialdini's Influence
https://forum.effectivealtruism.org/posts/5dgFWods87kkE9TpZ/will-we-eventually-be-able-to-colonize-other-stars-notes, Will we eventually be able to colonize other stars? Notes from a preliminary review
https://forum.effectivealtruism.org/posts/B57HTYam9yi7p67nd/effective-altruism-quotes, Effective altruism quotes
https://forum.effectivealtruism.org/users/pablo_stafforini, Pablo_Stafforini
https://forum.effectivealtruism.org/posts/98Fe4vYuDAAT7v6MY/improvements-to-the-effective-altruism-forum, Improvements to the Effective Altruism Forum
https://forum.effectivealtruism.org/posts/AuPXwvGHrXmSQQczM/economic-altruism, Economic altruism
https://forum.effectivealtruism.org/posts/b2Mb3xi9wviMKXrK5/top-tips-on-how-to-choose-an-effective-charity, Top Tips on how to Choose an Effective Charity
https://forum.effectivealtruism.org/posts/b6y9zSkRtxvKSdqcc/paul-christiano-on-cause-prioritization, Paul Christiano on cause prioritization
https://forum.effectivealtruism.org/users/admin3, admin3
https://forum.effectivealtruism.org/posts/aiNbxdzKC5fbi5mJF/why-we-should-err-in-both-directions, Why we should err in both directions
https://forum.effectivealtruism.org/posts/LzooYBq4cEfp6BLsj/we-re-looking-for-stories-of-ea-career-decisions, We're looking for stories of EA career decisions
https://forum.effectivealtruism.org/posts/2oHRPta8Akzo2EamJ/comparative-bias, Comparative Bias
https://forum.effectivealtruism.org/posts/aPYa87MJphdAzMKGe/gratipay-for-funding-eas, Gratipay for Funding EAs
https://forum.effectivealtruism.org/posts/4eYQboiQ3tDaStPYS/want-to-make-usd100-hr-for-charity-raise-money-this, Want to make $100/hr for charity? Raise money this Christmas
https://forum.effectivealtruism.org/posts/CTD4yLt4Tgrr4wE2x/anti-publication-bias-registry, Anti Publication Bias Registry
https://forum.effectivealtruism.org/posts/t4QnSNSnGACiFQ6Lv/factoring-cost-effectiveness, Factoring cost-effectiveness
https://forum.effectivealtruism.org/posts/fZrbutTsTShGePv7f/superintelligence-reading-group, Superintelligence reading group
https://forum.effectivealtruism.org/posts/Tu4S9prsSi5teeWJe/the-haste-consideration, The Haste Consideration
https://forum.effectivealtruism.org/posts/mymPTK9gcqfiXDzkY/please-vote-for-our-video-on-deworm-the-world-in-this-online, Please vote for our video on Deworm the World in this online poll.
https://forum.effectivealtruism.org/posts/JrtgQMxEcJDRZCg2r/types-of-planners-and-plans-for-eas, Types of planners and plans for EAs
https://forum.effectivealtruism.org/posts/ddgchPxD96RSMS4z8/scope-insensitivity, Scope Insensitivity
https://forum.effectivealtruism.org/posts/ndvcrHfvay7sKjJGn/human-and-animal-interventions-the-long-term-view, Human and animal interventions: the long-term view
https://forum.effectivealtruism.org/posts/WCw3PbGTjQ9GvT7wo/will-macaskill-on-normative-uncertainty, Will MacAskill on normative uncertainty
https://forum.effectivealtruism.org/users/luke_muehlhauser, Luke_Muehlhauser
https://forum.effectivealtruism.org/posts/WgucsWuK4SunwNBvj/miri-posts-its-technical-research-agenda-link, MIRI posts its technical research agenda [link]
https://forum.effectivealtruism.org/posts/PY5t76osnkAJyZget/can-you-think-of-any-fundraising-ideas, Can you think of any fundraising ideas?
https://forum.effectivealtruism.org/posts/QMpfPCwojoQ24WHkh/where-are-you-giving-and-why, Where are you giving and why?
https://forum.effectivealtruism.org/posts/a8qYJ5Re75Mo7zoMC/effective-altruism-blogs, Effective Altruism Blogs
https://forum.effectivealtruism.org/posts/tPtY46ucbnMfNJjFE/expected-value-estimates-you-can-take-somewhat-literally, Expected value estimates you can take (somewhat) literally
https://forum.effectivealtruism.org/users/gregory_lewis, Gregory_Lewis
https://forum.effectivealtruism.org/posts/QrKzfKZWsgihQJpoj/on-media-and-effective-altruism, On Media and Effective Altruism
https://forum.effectivealtruism.org/posts/xmn6RkHvdNu3Hqify/the-economist-on-extreme-altruism," The Economist on ""extreme altruism"""
https://forum.effectivealtruism.org/posts/3wvLSv6aYaGBKwf9S/how-not-to-be-a-white-in-shining-armor," How Not to Be a ""White in Shining Armor"""
https://forum.effectivealtruism.org/posts/YtkDDqdC59kZpwk3e/figuring-good-out-december, Figuring Good Out - December
https://forum.effectivealtruism.org/posts/7GnJsRQXP7szHBSDA/optional-whether-to-give-therefore-optional-where-to-give, Optional whether to give
https://forum.effectivealtruism.org/posts/B778dXS39nS5MraBj/help-a-canadian-give-with-a-tax-deduction-by-swapping, Help a Canadian give with a tax-deduction by swapping donations with them!
https://forum.effectivealtruism.org/posts/TqGEZwT2BZAdQ6TcP/how-to-make-your-article-have-consistent-formatting, How to Make Your Article Have Consistent Formatting
https://forum.effectivealtruism.org/posts/72tsrbeQ2xb9mRYoE/minor-updates, Minor Updates
https://forum.effectivealtruism.org/posts/m5TyghdWtrTCmcSWF/efficiency-measures-miss-the-point," ""Efficiency"" Measures Miss the Point"
https://forum.effectivealtruism.org/posts/SZbA2AkZR8PKz2tWS/strategic-considerations-about-different-speeds-of-ai, Strategic considerations about different speeds of AI takeoff
https://forum.effectivealtruism.org/posts/yHwFesN6ScWJXXMMA/how-to-treat-problems-of-unknown-difficulty, How to treat problems of unknown difficulty
https://forum.effectivealtruism.org/posts/qvofaSbPPGX9XTPr9/apples-and-oranges-some-initial-thoughts-on-comparing, Apples and oranges? Some initial thoughts on comparing diverse benefits
https://forum.effectivealtruism.org/posts/dZbb63ufnkMCR4WGK/ten-ways-to-meet-effective-altruists, Ten ways to meet effective altruists
https://forum.effectivealtruism.org/posts/mKGWZYnDPPj8njCiZ/eas-on-rss-and-reddit, EAs on RSS and Reddit!
https://forum.effectivealtruism.org/posts/frJPjswnu2X66Bdg3/tell-us-about-your-recent-ea-activities-thread-2, Tell us about your recent EA activities: thread 2
https://forum.effectivealtruism.org/users/vincent_deb, Vincent_deB
https://forum.effectivealtruism.org/posts/zHQaSBxqNFPHQMLgk/open-thread-3, Open Thread 3
https://forum.effectivealtruism.org/posts/7xFQAQrWuH4ye73QS/open-thread-2, Open Thread 2
https://forum.effectivealtruism.org/posts/KA8icGDEZynRqqHmg/conversation-with-holden-karnofsky-nick-beckstead-and, Conversation with Holden Karnofsky
https://forum.effectivealtruism.org/posts/LdwmSMSjuy2Qug4Me/ben-kuhn-on-the-effective-altruist-movement, Ben Kuhn on the effective altruist movement
https://forum.effectivealtruism.org/posts/342Nb9pp7snWrupTT/audio-recordings-from-good-done-right-available-online, Audio recordings from Good Done Right available online
https://forum.effectivealtruism.org/posts/Mn4fDHSdRWsDDJkqc/2014-survey-of-effective-altruists, 2014 survey of effective altruists
https://forum.effectivealtruism.org/posts/pLgi8orS52tRB7u5K/where-i-m-giving-and-why-tom-ash, Where I'm giving and why: Tom Ash
https://forum.effectivealtruism.org/posts/to8eDqg5kJj2jjvfR/cfar-s-annual-update-link, CFAR's annual update [link]
https://forum.effectivealtruism.org/posts/xW4X6rRbASxaEAk45/christmas-2014-open-thread-open-thread-7, Christmas 2014 Open Thread (Open Thread 7)
https://forum.effectivealtruism.org/posts/JyYw4YtfTokpP6DGE/toronto-meetup-writeup-2014-12-11, Toronto meetup writeup: 2014-12-11
https://forum.effectivealtruism.org/posts/3b87XHvfgd7N7aLgy/open-thread-6, Open Thread 6
https://forum.effectivealtruism.org/posts/JdqzNvvPscsghW8xR/open-thread-5, Open thread 5
https://forum.effectivealtruism.org/posts/5APWrFEkQYnYXH372/meetup-stanford-effective-altruism, Meetup : Stanford Effective Altruism
https://forum.effectivealtruism.org/users/carolineellison, CarolineEllison
https://forum.effectivealtruism.org/posts/Ae3pLwMPa76EfmxKi/meetup-stanford-effective-altruism, Meetup : Stanford Effective Altruism
https://forum.effectivealtruism.org/posts/yz5bqvG2sG92tLHmM/open-thread-4, Open Thread 4
https://forum.effectivealtruism.org/posts/fTyT8jF4ZGpBHPBRR/meetup-stanford-think, Meetup : Stanford THINK
https://forum.effectivealtruism.org/users/michaeldickens, MichaelDickens
https://forum.effectivealtruism.org/posts/t49q8tNxFoDhdyiYB/the-harvard-research-center-in-creative-altruism, The Harvard Research Center in Creative Altruism
https://forum.effectivealtruism.org/users/geuss, Geuss
https://forum.effectivealtruism.org/posts/xDAJYSuNDJ2DXaxh9/upcoming-meetups-2, Upcoming Meetups 2
https://forum.effectivealtruism.org/posts/zJXmtLtGkRMM6eAN5/meetup-summary, Meetup Summary
https://forum.effectivealtruism.org/posts/eZS2a9nSAbkoP22B9/meetup-debiasing-techniques, Meetup : Debiasing Techniques
https://forum.effectivealtruism.org/users/immasix, ImmaSix
https://forum.effectivealtruism.org/posts/6T983XLsCa6uBhFf6/how-to-assess-the-impact-of-a-career, How to Assess the Impact of a Career
https://forum.effectivealtruism.org/posts/3a3viueN5DA2jwxCu/agricultural-research-and-development, Agricultural research and development
https://forum.effectivealtruism.org/users/david_goll, David_Goll
https://forum.effectivealtruism.org/posts/FzjJpZWmnMpbaJpCc/special-projects-at-the-centre-for-effective-altruism, 'Special Projects' at the Centre for Effective Altruism
https://forum.effectivealtruism.org/posts/DcFFjqtK7tXzptCdJ/on-causes, On 'causes'
https://forum.effectivealtruism.org/posts/viAPyZNSzHTADeC6b/how-much-do-y-combinator-founders-earn, How much do Y Combinator founders earn?
https://forum.effectivealtruism.org/posts/M96zDMpStfqZJvjhZ/interview-with-boris-yakubchik, Interview with Boris Yakubchik
